"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070663","regulation of leukocyte proliferation","77/875","270/18986",0.285185185185185,6.18802962962963,18.8719129022126,8.1128489248142e-40,3.55047770218687e-37,2.68151006567543e-37,"PTPRC/NCKAP1L/AIF1/LST1/MEF2C/TNFSF13B/HHEX/CCL19/BTK/CD28/KIT/CD80/PDCD1LG2/CD38/PTPN22/TWSG1/CD1D/IL2RA/HLA-DMB/CD209/TNFSF8/CLC/CSF2RA/BST2/CORO1A/CD86/SASH3/PDE5A/IL6ST/TYROBP/IDO1/CD40/RIPOR2/SLAMF1/CCR2/RASSF5/CD3E/IL15/HAVCR2/ANXA1/VSIG4/RAC2/CD274/LILRB1/MNDA/HLA-DPA1/HLA-DRB1/GREM1/JAK2/IL12RB1/FCGR3A/GPR183/CD300A/CCL5/IKZF3/CSF2RB/GPNMB/CD74/KITLG/CD6/HLA-E/BCL2/LILRB4/BST1/SPN/CTLA4/LILRB2/CSF1R/EBI3/VCAM1/FCGR2B/ZAP70/ADA/HLA-DPB1/RASAL3/CCL8/PRKCQ",77
"GO:0051251","positive regulation of lymphocyte activation","85/875","336/18986",0.25297619047619,5.48914965986395,18.2487203855983,1.81175093643806e-39,7.2681408400107e-37,5.48928748636585e-37,"PTPRC/NCKAP1L/AIF1/CYLD/MEF2C/TNFSF13B/CCL19/HLA-DRA/BTK/CD28/CD80/PDCD1LG2/CD38/HLA-DOA/CD1D/CCR7/IL2RA/HLA-DMB/HLA-DMA/CD209/LCK/ICOS/CORO1A/CD86/SASH3/IL6ST/TYROBP/CD40/KLRK1/SLAMF1/CCR2/CD3E/IL15/HAVCR2/ANXA1/SIRPG/CLEC7A/CD274/LILRB1/RASGRP1/CAV1/HLA-DPA1/HLA-DQA1/HLA-DRB1/JAK2/IL12RB1/RHOH/FCGR3A/GPR183/CCL5/CD27/CD74/KITLG/CD6/VAV1/HLA-E/CD83/BCL2/LILRB4/BST1/CD4/SPN/HLA-DQB1/B2M/SMARCD3/LILRB2/IL7R/SIRPB1/CCL21/EBI3/VCAM1/SPI1/HLA-DOB/ZAP70/LGALS1/ADA/FYN/HLA-DPB1/RASAL3/CCL2/VNN1/PRKCQ/HLA-DRB5/DOCK8/TOX",85
"GO:0002429","immune response-activating cell surface receptor signaling pathway","84/875","336/18986",0.25,5.42457142857143,17.9862051711045,1.38330873366086e-38,4.75660588845954e-36,3.5924423804997e-36,"LIPA/PTPRC/NCKAP1L/CYLD/CD72/MEF2C/SCIMP/CD247/TRAT1/CD226/LY96/BTK/TLR1/SH2D1A/CD28/PRKCB/CD38/PTPN22/C3AR1/SLA2/KLHL6/CCR7/CD3D/FCER1G/LCK/LAT2/ITK/LAPTM5/RFTN1/TYROBP/CMKLR1/KLRK1/FPR3/CD3E/CD3G/KLRD1/MS4A1/TLR6/GBP1/CLEC7A/THEMIS2/MNDA/FCMR/CD79B/BTN3A3/NFAM1/HLA-DRB1/PLCL2/CD300A/LPXN/LAT/HCK/CD14/VAV1/BCL2/LILRB4/HLA-DQB1/PIK3CD/CTLA4/PLCG2/CD8B/FPR1/NMI/FCGR2B/FGR/ZAP70/MYO1G/TLR2/TLR5/BANK1/CD8A/IFI35/ADA/PDE4B/FYN/HLA-DPB1/PIK3AP1/CD79A/LAX1/BTN3A2/SKAP1/BTN3A1/TREM2/CMTM3",84
"GO:0022409","positive regulation of cell-cell adhesion","84/875","336/18986",0.25,5.42457142857143,17.9862051711045,1.38330873366086e-38,4.75660588845954e-36,3.5924423804997e-36,"ITGA4/PTPRC/NCKAP1L/AIF1/CYLD/TNFSF13B/PTAFR/CCL19/HLA-DRA/CD28/CD80/PDCD1LG2/HLA-DOA/CD1D/CCR7/IL2RA/HLA-DMB/HLA-DMA/CD209/LCK/ICOS/CORO1A/CD86/SASH3/IL6ST/KLRK1/SLAMF1/CCR2/CD3E/IL15/CXCL13/HAVCR2/ANXA1/SELP/SIRPG/CD274/LILRB1/RASGRP1/CAV1/HLA-DPA1/HLA-DQA1/ETS1/HLA-DRB1/JAK2/IL12RB1/RHOH/CCL5/MMRN1/CD27/CD74/KITLG/CD6/VAV1/HLA-E/CD83/LILRB4/CD4/SPN/HLA-DQB1/B2M/SMARCD3/LILRB2/CTSG/HAS2/IL7R/SIRPB1/CCL21/EBI3/VCAM1/ITGB2/HLA-DOB/CHST2/ZAP70/LGALS1/ADA/FYN/HLA-DPB1/RASAL3/CCL2/VNN1/SKAP1/PRKCQ/HLA-DRB5/DOCK8",84
"GO:0030098","lymphocyte differentiation","94/875","426/18986",0.220657276995305,4.78788464118042,17.3800359247246,2.8796232161275e-38,9.24167077495852e-36,6.97980251824869e-36,"LIPA/FGL2/ITGA4/PTPRC/NCKAP1L/CYLD/TNFSF13B/HHEX/CCL19/HLA-DRA/BTK/HDAC9/CD28/DOCK10/KIT/CD80/HLA-DOA/PTPN22/CD1D/ITM2A/CCR7/IL2RA/CD3D/TNFSF8/FCER1G/LCK/CD86/ITK/SASH3/MFNG/IL6ST/IKZF1/BATF/SLAMF6/DOCK2/SLAMF1/CCR2/CD3E/CD3G/IL15/PIK3R3/ANXA1/IL18R1/MS4A1/STAT4/ZEB1/CD2/RASGRP1/SLAMF8/CD79B/RORA/NFAM1/HLA-DRB1/IL12RB1/RHOH/GPR183/PLCL2/CTSL/LY9/IKZF3/CD27/CD74/VAV1/MR1/CD83/BCL2/LILRB4/CD4/SPN/PIK3CD/B2M/CTLA4/SMARCD3/LILRB2/IL7R/CD69/MAFB/PLCG2/VCAM1/FCGR2B/SPI1/ZAP70/LGALS1/CD8A/DOCK11/ADA/IRF8/RSAD2/CLEC4E/CD79A/VNN1/NKX2-3/TOX/JAK3",94
"GO:0050870","positive regulation of T cell activation","73/875","260/18986",0.280769230769231,6.09221098901099,18.1722484650636,2.82326761775551e-37,8.4945064449219e-35,6.41550417876812e-35,"PTPRC/NCKAP1L/AIF1/CYLD/TNFSF13B/CCL19/HLA-DRA/CD28/CD80/PDCD1LG2/HLA-DOA/CD1D/CCR7/IL2RA/HLA-DMB/HLA-DMA/CD209/LCK/ICOS/CORO1A/CD86/SASH3/IL6ST/KLRK1/SLAMF1/CCR2/CD3E/IL15/HAVCR2/ANXA1/SIRPG/CD274/LILRB1/RASGRP1/CAV1/HLA-DPA1/HLA-DQA1/HLA-DRB1/JAK2/IL12RB1/RHOH/CCL5/CD27/CD74/KITLG/CD6/VAV1/HLA-E/CD83/LILRB4/CD4/SPN/HLA-DQB1/B2M/SMARCD3/LILRB2/IL7R/SIRPB1/CCL21/EBI3/VCAM1/HLA-DOB/ZAP70/LGALS1/ADA/FYN/HLA-DPB1/RASAL3/CCL2/VNN1/PRKCQ/HLA-DRB5/DOCK8",73
"GO:0002443","leukocyte mediated immunity","98/875","485/18986",0.202061855670103,4.38439587628866,16.5955838865472,1.94109285717143e-36,5.4967182437784e-34,4.151414692675e-34,"PTPRC/NCKAP1L/SCIMP/TLR8/PTAFR/CD226/HCST/HLA-DRA/BTK/CTSC/SH2D1A/CD28/C1QB/CD84/KIT/CD80/CD1D/SLA2/C1QA/FCER1G/CLC/PIK3CG/BST2/LAT2/CD96/CORO1A/SASH3/RFTN1/ADGRE2/TYROBP/CD40/C1QC/HLA-B/KLRK1/SLAMF7/BATF/SLAMF6/MILR1/SLAMF1/CCR2/HAVCR2/IL18R1/KLRD1/CADM1/RAC2/CLEC7A/CD2/CD274/LILRB1/GZMM/RASGRP1/FCMR/BTN3A3/HLA-DRB1/IL12RB1/FCGR3A/CD300A/C1S/KLRB1/NKG7/CD7/CD27/CSF2RB/LAT/CD74/VAV1/WAS/FCGR1A/HLA-E/MR1/LILRB4/SPN/PIK3CD/B2M/C1R/CTSG/IL7R/PLCG2/IL2RB/FCGR2B/SPI1/S100A13/FGR/ITGB2/MYO1G/PRF1/CD8A/C7/SECTM1/RSAD2/BTN3A2/CFI/PTGDS/FCER1A/TAP2/HLA-F/TREM2/JAK3",98
"GO:0050670","regulation of lymphocyte proliferation","69/875","240/18986",0.2875,6.23825714285714,17.9504871973481,5.35108896297984e-36,1.43111901487694e-33,1.0808573846861e-33,"PTPRC/NCKAP1L/AIF1/LST1/MEF2C/TNFSF13B/CCL19/BTK/CD28/CD80/PDCD1LG2/CD38/PTPN22/TWSG1/CD1D/IL2RA/HLA-DMB/CD209/TNFSF8/CLC/CORO1A/CD86/SASH3/PDE5A/IL6ST/TYROBP/IDO1/CD40/RIPOR2/SLAMF1/CCR2/RASSF5/CD3E/IL15/HAVCR2/ANXA1/VSIG4/RAC2/CD274/LILRB1/MNDA/HLA-DPA1/HLA-DRB1/JAK2/IL12RB1/FCGR3A/GPR183/CD300A/CCL5/IKZF3/GPNMB/CD74/KITLG/CD6/HLA-E/BCL2/LILRB4/BST1/SPN/CTLA4/LILRB2/EBI3/VCAM1/FCGR2B/ZAP70/ADA/HLA-DPB1/RASAL3/PRKCQ",69
"GO:0050900","leukocyte migration","88/875","404/18986",0.217821782178218,4.72635926449788,16.640535205217,2.21675216787974e-35,5.51280409500209e-33,4.16356358518733e-33,"ITGA4/NCKAP1L/AIF1/PTAFR/CCL19/JAML/SELL/KIT/IL16/PECAM1/C3AR1/CCR7/FCER1G/LCK/PIK3CG/CCR1/CORO1A/PLA2G7/ADGRE2/RIPOR2/CMKLR1/KLRK1/ITGB7/SLAMF1/CCR2/CD200R1/GPSM3/CXCL13/ANXA1/RAC2/SELP/S1PR1/XCL2/CXCR4/SELPLG/CCL14/JAM3/SLAMF8/CCR5/LYVE1/ASB2/GREM1/GPR183/CD300A/CCL5/HCK/CD74/KITLG/JAM2/VAV1/CYP7B1/CCL13/CXCL9/BST1/SPN/PIK3CD/CCL4L1/SAA1/CTSG/CCL18/CD69/CSF1R/CCL21/CXCL11/VCAM1/APOD/ITGB2/CHST2/CXCL10/ZAP70/MYO1G/CCL4/THBS4/ITGAL/ADA/SCG2/PDE4B/CD200/FYN/TNFRSF18/CCL2/CCL11/CCL8/SPNS2/CXCL12/DOCK8/NKX2-3/TREM2",88
"GO:0032944","regulation of mononuclear cell proliferation","69/875","245/18986",0.281632653061224,6.11094577259475,17.6980756399153,2.2903216015796e-35,5.51280409500209e-33,4.16356358518733e-33,"PTPRC/NCKAP1L/AIF1/LST1/MEF2C/TNFSF13B/CCL19/BTK/CD28/CD80/PDCD1LG2/CD38/PTPN22/TWSG1/CD1D/IL2RA/HLA-DMB/CD209/TNFSF8/CLC/CORO1A/CD86/SASH3/PDE5A/IL6ST/TYROBP/IDO1/CD40/RIPOR2/SLAMF1/CCR2/RASSF5/CD3E/IL15/HAVCR2/ANXA1/VSIG4/RAC2/CD274/LILRB1/MNDA/HLA-DPA1/HLA-DRB1/JAK2/IL12RB1/FCGR3A/GPR183/CD300A/CCL5/IKZF3/GPNMB/CD74/KITLG/CD6/HLA-E/BCL2/LILRB4/BST1/SPN/CTLA4/LILRB2/EBI3/VCAM1/FCGR2B/ZAP70/ADA/HLA-DPB1/RASAL3/PRKCQ",69
"GO:0045785","positive regulation of cell adhesion","96/875","499/18986",0.192384769539078,4.17441969653593,15.7949956029896,7.320815504274e-34,1.67820980178929e-31,1.2674735213916e-31,"ITGA4/PTPRC/NCKAP1L/AIF1/CYLD/TNFSF13B/PTAFR/CCL19/HLA-DRA/CD28/CD80/PDCD1LG2/HLA-DOA/ANGPT1/CD1D/CCR7/IL2RA/HLA-DMB/HLA-DMA/CD209/LCK/ICOS/CORO1A/CD86/SASH3/IL6ST/KLRK1/SLAMF1/CCR2/CD3E/FERMT2/IL15/CXCL13/HAVCR2/ANXA1/SELP/TEK/SIRPG/CD274/LILRB1/RASGRP1/CAV1/HLA-DPA1/HLA-DQA1/ETS1/HLA-DRB1/JAK2/IL12RB1/RHOH/CCL5/MMRN1/CD27/CD74/KITLG/CD6/VAV1/HLA-E/CD83/LILRB4/CD4/SPN/HLA-DQB1/B2M/SMARCD3/LILRB2/SAA1/CTSG/HAS2/IL7R/SPOCK2/SIRPB1/CCL21/EBI3/NRP1/VCAM1/ITGB2/HLA-DOB/CHST2/ZAP70/LGALS1/CD36/ADA/FYN/HLA-DPB1/RASAL3/ECM2/TNFRSF18/APBB1IP/CCL2/LAMA2/VNN1/SKAP1/CXCL12/PRKCQ/HLA-DRB5/DOCK8",96
"GO:0002366","leukocyte activation involved in immune response","76/875","315/18986",0.241269841269841,5.23514195011338,16.660098724785,8.00314100457117e-34,1.7512327634548e-31,1.32262435549229e-31,"FGL2/PTPRC/NCKAP1L/SUCNR1/GAPT/CD180/PTAFR/CCL19/HLA-DRA/BTK/CD28/DOCK10/LCP1/CD84/KIT/CD80/ITM2A/HLA-DMB/FCER1G/PIK3CG/LAT2/CORO1A/CD86/ADGRE2/MFNG/IL6ST/TYROBP/CD40/BATF/SLAMF6/MILR1/DOCK2/SLAMF1/CCR2/HAVCR2/ANXA1/IL18R1/STAT4/RAC2/LILRB1/RASGRP1/RORA/HLA-DRB1/IL12RB1/FCGR3A/GPR183/PLCL2/CD300A/NKG7/LY9/LAT/CD74/SPN/PIK3CD/CD69/PLCG2/NMI/FCGR2B/SPI1/S100A13/FGR/ITGB2/LGALS1/IFI35/DOCK11/ITGAL/ADA/IRF8/APBB1IP/CLEC4E/PTGDS/FCER1A/NKX2-3/HLA-F/TREM2/JAK3",76
"GO:0002263","cell activation involved in immune response","76/875","319/18986",0.238244514106583,5.16949753694581,16.5074469925621,2.01266773934759e-33,4.21260108574753e-31,3.18158094814947e-31,"FGL2/PTPRC/NCKAP1L/SUCNR1/GAPT/CD180/PTAFR/CCL19/HLA-DRA/BTK/CD28/DOCK10/LCP1/CD84/KIT/CD80/ITM2A/HLA-DMB/FCER1G/PIK3CG/LAT2/CORO1A/CD86/ADGRE2/MFNG/IL6ST/TYROBP/CD40/BATF/SLAMF6/MILR1/DOCK2/SLAMF1/CCR2/HAVCR2/ANXA1/IL18R1/STAT4/RAC2/LILRB1/RASGRP1/RORA/HLA-DRB1/IL12RB1/FCGR3A/GPR183/PLCL2/CD300A/NKG7/LY9/LAT/CD74/SPN/PIK3CD/CD69/PLCG2/NMI/FCGR2B/SPI1/S100A13/FGR/ITGB2/LGALS1/IFI35/DOCK11/ITGAL/ADA/IRF8/APBB1IP/CLEC4E/PTGDS/FCER1A/NKX2-3/HLA-F/TREM2/JAK3",76
